0.001,12.920000000000002
0.02,38.65
0.04,60.419999999999995
0.06,73.33
0.08,80.76
0.1,85.61
0.12,88.98
0.14,91.01
0.16,92.95
0.18,93.5
0.2,94.19
0.22,94.99
0.24,95.59
0.26,95.76
0.28,96.12
0.3,96.48
